fare_amount,pickup_longitude,pickup_latitude,passenger_count,hour,day,month,season,cluster
13.3,-73.94808499999999,40.708367,5.0,1,4,10,autumn,5
11.0,-73.99580999999999,40.759012,1.0,10,1,9,autumn,6
7.0,-74.001494,40.737138,1.0,10,3,8,summer,6
4.5,-73.956463,40.787041,1.0,6,3,2,winter,6
4.9,-73.996836,40.714933,1.0,23,4,10,autumn,6
12.9,-73.994568,40.726019,2.0,1,6,4,spring,6
5.5,-73.979,40.7459,3.0,12,6,11,autumn,6
22.0,-73.96813,40.755445,1.0,17,1,9,autumn,6
9.5,-73.984177,40.72483,2.0,22,5,8,summer,6
10.1,-73.948351,40.782779,1.0,17,4,12,winter,6
13.7,-73.94874,40.783027,1.0,11,0,1,winter,6
21.0,-73.870765,40.773722,1.0,21,3,3,spring,3
6.9,-73.970272,40.784071,1.0,19,2,7,summer,6
27.3,-74.006314,40.739764,1.0,1,5,1,winter,6
22.0,-74.010005,40.714482,1.0,4,4,11,autumn,6
9.3,-73.990749,40.747862,1.0,14,6,10,autumn,6
9.0,-73.979135,40.767127,1.0,10,0,9,autumn,6
4.1,-73.95657800000001,40.771532,1.0,5,4,12,winter,6
3.3,-73.97584499999999,40.751843,1.0,19,2,12,winter,6
13.0,-73.997153,40.745646,1.0,14,1,4,spring,6
8.1,-73.97214699999999,40.724048,5.0,8,2,6,summer,6
9.3,-73.954131,40.764245,1.0,17,0,6,summer,6
40.33,-73.982283,40.772042,1.0,11,3,10,autumn,6
7.7,-73.954948,40.773195,2.0,7,0,8,summer,6
49.57,-73.99575300000001,40.749118,4.0,15,4,9,autumn,6
6.5,-74.001502,40.746456,3.0,23,5,12,winter,6
14.0,-74.002802,40.739817,6.0,18,3,7,summer,6
7.7,-73.979151,40.747218,1.0,11,4,6,summer,6
12.0,-73.94079599999999,40.799889,1.0,19,2,2,winter,6
38.54,-73.86310577392578,40.76877212524415,2.0,13,6,6,summer,4
4.9,-73.964923,40.769835,1.0,10,4,6,summer,6
4.5,-74.002455,40.721273,1.0,21,4,8,summer,6
16.5,-73.992373,40.7488,1.0,20,5,1,winter,6
15.0,-73.9812774658203,40.74116134643555,1.0,3,6,4,spring,6
4.5,-73.982004,40.743136,1.0,11,6,2,winter,6
9.0,-73.99754300000001,40.725807,1.0,23,4,7,summer,6
21.0,-74.01029,40.720707,1.0,12,2,10,autumn,6
8.5,-73.980838,40.763267,5.0,19,6,6,summer,6
49.57,-73.94139200000001,40.722218,1.0,23,5,8,summer,5
8.5,-73.98609,40.754622,1.0,10,6,7,summer,6
12.5,-73.9863510131836,40.75682067871094,1.0,0,2,4,spring,6
4.0,-73.957025,40.770647,2.0,11,4,4,spring,6
19.0,-74.015985,40.715042,1.0,16,2,4,spring,6
4.5,-73.963486,40.774147,1.0,23,1,8,summer,6
6.5,-73.985484,40.768011,1.0,20,0,9,autumn,6
10.1,-74.008514,40.714601,1.0,8,1,6,summer,6
12.5,-73.984853,40.77431,1.0,19,2,7,summer,6
13.5,-73.991286,40.750998,1.0,14,1,4,spring,6
5.3,-73.966827,40.755048,1.0,22,5,11,autumn,6
42.0,-73.954076,40.777246000000005,1.0,13,6,11,autumn,6
8.5,-73.974133,40.731203,1.0,9,1,1,winter,6
6.1,-73.982553,40.762272,1.0,21,3,1,winter,6
19.5,-74.01007,40.72058,3.0,19,2,2,winter,6
3.7,-73.95513199999999,40.768935,1.0,19,6,5,spring,6
37.83,-73.8626708984375,40.76891326904297,1.0,17,1,2,winter,4
9.3,-74.004868,40.725087,1.0,4,5,1,winter,6
3.7,-73.986908,40.725135,1.0,14,2,4,spring,6
17.5,-73.98249816894531,40.77261734008789,1.0,16,1,3,spring,6
6.5,-73.977537,40.746627,1.0,22,5,1,winter,6
6.1,-73.98918499999999,40.763513,1.0,23,5,8,summer,6
8.9,-73.978738,40.724267,2.0,19,3,10,autumn,6
7.3,-73.99873199999999,40.760322,1.0,13,5,5,spring,6
3.5,-73.975571,40.788864,1.0,20,5,1,winter,6
57.33,-73.79571700000001,40.666667,6.0,14,4,7,summer,0
5.3,-73.94655999999999,40.781202,1.0,14,6,11,autumn,6
6.9,-73.99189399999999,40.749731,1.0,11,2,2,winter,6
11.5,-73.99306999999999,40.72268,2.0,21,2,3,spring,6
11.5,-73.9835205078125,40.78105545043945,1.0,15,6,1,winter,6
8.0,-73.9760971069336,40.755279541015625,1.0,23,1,6,summer,6
5.7,-74.006525,40.744013,2.0,11,6,9,autumn,6
4.9,-73.993286,40.74752,1.0,18,5,3,spring,6
3.0,-73.93739318847656,40.75818634033203,1.0,5,2,1,winter,1
6.5,-73.951272,40.778716,1.0,17,3,9,autumn,6
9.7,-73.98216500000001,40.767525,1.0,14,4,11,autumn,6
12.5,-73.948033,40.774635,1.0,6,6,7,summer,6
10.9,-74.008247,40.737397,5.0,21,4,1,winter,6
15.0,-73.997637,40.72093,2.0,2,5,9,autumn,6
13.7,-74.00402700000001,40.707477,5.0,20,0,8,summer,6
8.1,-73.982824,40.762425,1.0,11,3,5,spring,6
13.0,-73.97966003417969,40.74593353271485,3.0,19,3,5,spring,6
19.5,-73.988677,40.753225,2.0,15,4,11,autumn,6
7.5,-73.990902,40.7508,4.0,23,6,7,summer,6
8.9,-73.991122,40.719405,1.0,3,2,10,autumn,6
6.9,-74.009322,40.720733,2.0,17,0,5,spring,6
8.0,-74.004322,40.734038,4.0,19,2,12,winter,6
8.0,-73.96434020996094,40.77641677856445,2.0,1,5,4,spring,6
27.87,-73.979185,40.744355,1.0,7,3,12,winter,6
41.47,-73.950005,40.783665,5.0,0,6,1,winter,6
6.0,-73.97359,40.748007,1.0,6,2,1,winter,6
6.9,-73.98411800000001,40.729466,1.0,13,5,4,spring,6
9.3,-73.953069,40.786116,1.0,20,2,7,summer,6
57.33,-73.776737,40.645407,6.0,20,2,7,summer,0
9.3,-73.959695,40.774288,1.0,7,3,12,winter,6
4.5,-74.007975,40.711792,5.0,19,1,5,spring,6
6.0,-73.970697,40.764512,3.0,16,0,9,autumn,6
4.5,-73.95497900000001,40.765324,1.0,15,0,6,summer,6
2.5,-73.978873,40.747575,1.0,12,4,3,spring,6
5.3,-73.97888,40.774308000000005,1.0,16,1,12,winter,6
8.0,-74.007858,40.705855,1.0,1,3,12,winter,6
4.5,-73.969973,40.765473,1.0,19,4,5,spring,6
13.7,-73.97386,40.789235,1.0,14,2,4,spring,6
3.7,-73.991732,40.744448,2.0,14,5,12,winter,6
10.5,-73.988672,40.763765,1.0,13,1,10,autumn,6
45.0,-73.997248,40.725735,2.0,21,0,5,spring,6
12.1,-74.004183,40.742235,2.0,15,4,6,summer,6
4.5,-73.987792,40.732537,1.0,21,3,7,summer,6
10.5,-74.004974,40.718699,1.0,0,6,2,winter,6
16.0,-73.97848499999999,40.788175,2.0,15,3,11,autumn,6
6.5,-73.96814,40.760213,2.0,19,5,1,winter,6
13.3,-74.001785,40.740649,1.0,22,2,8,summer,6
9.0,-73.993207,40.744932,1.0,21,1,11,autumn,6
6.5,-74.00935799999999,40.715229,2.0,22,5,1,winter,6
12.1,-73.99860600000001,40.726127000000005,1.0,8,4,4,spring,6
24.0,-73.959058,40.78069,1.0,14,6,6,summer,6
14.5,-74.000066,40.737796,1.0,17,4,5,spring,6
15.0,-73.960452,40.757740000000005,5.0,9,1,3,spring,6
8.1,-73.994648,40.726732,1.0,17,6,8,summer,6
21.5,-73.983367,40.7263,1.0,14,3,3,spring,6
5.7,-73.971887,40.781729,1.0,13,1,8,summer,6
7.5,-73.982527,40.770207,3.0,11,6,8,summer,6
45.0,-73.776765,40.645142,2.0,7,0,4,spring,0
12.1,-73.98976,40.757673,1.0,0,4,3,spring,6
13.5,-73.9681396484375,40.762508392333984,3.0,9,0,6,summer,6
4.1,-73.97793,40.74573,1.0,23,4,11,autumn,6
11.3,-73.990725,40.739635,1.0,19,4,8,summer,6
8.9,-74.00112299999999,40.74097,1.0,6,3,2,winter,6
9.3,-73.98279000000001,40.747883,1.0,15,0,11,autumn,6
12.9,-73.98928199999999,40.736652,3.0,8,1,4,spring,6
5.7,-73.97726999999999,40.742962,1.0,20,5,6,summer,6
15.5,-73.974915,40.750162,1.0,17,1,12,winter,6
5.5,-73.982639,40.756973,1.0,14,0,6,summer,6
4.5,-74.003025,40.738918,1.0,14,4,11,autumn,6
2.5,-73.783287,40.64387,1.0,5,6,10,autumn,0
10.5,-73.98769300000001,40.724322,1.0,21,6,11,autumn,6
9.3,-73.955813,40.779333,1.0,23,0,8,summer,6
5.3,-73.925967,40.762282,1.0,19,2,8,summer,1
3.3,-73.987026,40.754387,2.0,2,6,4,spring,6
5.0,-73.95296,40.772281,1.0,10,1,4,spring,6
4.9,-74.000853,40.73192,1.0,18,5,3,spring,6
21.5,-73.870801,40.773704,1.0,18,3,10,autumn,3
18.9,-73.946603,40.776675,1.0,20,2,10,autumn,6
8.5,-73.99373299999999,40.732866,1.0,18,5,9,autumn,6
12.0,-73.985742,40.752898,2.0,17,2,9,autumn,6
9.3,-74.001863,40.71937,1.0,15,5,12,winter,6
6.0,-74.00842,40.734645,1.0,19,4,5,spring,6
5.5,-73.96072099999999,40.774972,1.0,18,1,1,winter,6
6.1,-73.99355,40.752032,1.0,21,6,12,winter,6
39.5,-74.008655,40.713888,5.0,12,3,7,summer,6
6.9,-73.9916,40.7498,3.0,12,4,6,summer,6
4.9,-73.973363,40.792695,1.0,16,2,7,summer,6
16.5,-73.99699,40.742292,1.0,18,5,2,winter,6
7.0,-73.96733093261719,40.7607307434082,1.0,10,5,5,spring,6
5.0,-73.955449,40.778446,1.0,13,4,4,spring,6
15.3,-73.98040300000001,40.764912,1.0,0,2,2,winter,6
6.0,-73.993746,40.729044,1.0,4,4,3,spring,6
9.3,-73.956592,40.783758,1.0,18,1,5,spring,6
18.0,-73.987865,40.77523,1.0,8,0,9,autumn,6
5.3,-73.987473,40.770487,1.0,9,0,11,autumn,6
18.5,-74.006713,40.720267,1.0,2,6,5,spring,6
4.1,-73.963999,40.757094,1.0,20,6,7,summer,6
13.5,-73.976974,40.765241,1.0,16,4,4,spring,6
2.9,-74.00886,40.71135,1.0,18,0,3,spring,6
9.5,-74.00510799999999,40.72073,1.0,22,0,10,autumn,6
21.5,-74.01718199999999,40.705654,2.0,14,1,12,winter,6
17.0,-73.971065,40.755132,5.0,10,1,7,summer,6
10.0,-73.98786926269531,40.75979995727539,1.0,10,1,1,winter,6
8.5,-73.991458,40.749933,1.0,14,2,7,summer,6
4.1,-73.97010999999999,40.751873,1.0,17,3,2,winter,6
6.5,-73.993725,40.757178,1.0,20,0,2,winter,6
9.5,-74.00041961669923,40.718425750732415,1.0,5,4,5,spring,6
5.0,-73.96045699999999,40.801507,3.0,20,3,12,winter,6
18.5,-73.982742,40.765527,1.0,20,5,10,autumn,6
5.7,-73.988553,40.769198,5.0,20,5,3,spring,6
6.9,-73.97325,40.763711,1.0,13,4,7,summer,6
10.9,-73.987977,40.72242,1.0,12,5,1,winter,6
5.3,-73.96031500000001,40.815847,1.0,13,4,3,spring,6
5.5,-73.98281,40.771687,1.0,22,1,6,summer,6
27.5,-73.992928,40.693047,1.0,17,6,2,winter,2
8.0,-73.96524000000001,40.806477,1.0,12,1,10,autumn,6
10.9,-73.98093,40.75833,3.0,14,4,5,spring,6
9.3,-73.988718,40.748968,5.0,21,3,1,winter,6
11.5,-73.980818,40.781662,1.0,18,3,9,autumn,6
33.5,-73.990137,40.737002,1.0,15,5,10,autumn,6
3.7,-73.974058,40.794102,1.0,18,1,3,spring,6
5.0,-73.98494699999999,40.747867,1.0,1,2,8,summer,6
8.5,-73.980458,40.750127,1.0,18,1,12,winter,6
11.5,-73.978837,40.740788,1.0,9,2,11,autumn,6
7.3,-73.994694,40.760639000000005,1.0,21,0,5,spring,6
5.7,-73.980192,40.76507,2.0,12,5,4,spring,6
16.5,-73.98526763916014,40.73201370239258,1.0,12,4,2,winter,6
12.0,-73.964299,40.756553,1.0,19,6,6,summer,6
13.3,-74.00456700000001,40.747268,1.0,21,4,2,winter,6
11.7,-73.97741500000001,40.759878,1.0,13,5,7,summer,6
17.0,-73.987963,40.700526,1.0,18,4,12,winter,2
66.7,-73.95442800000001,40.765749,1.0,3,3,6,summer,6
4.0,-73.988849,40.753415,1.0,11,3,8,summer,6
2.9,-73.985507,40.734894,1.0,12,0,3,spring,6
11.3,-73.990847,40.730233,3.0,18,6,1,winter,6
19.5,-73.920749,40.756598,2.0,4,5,8,summer,1
5.5,-73.9512,40.778845,2.0,21,2,12,winter,6
10.5,-73.97749,40.745427,1.0,1,6,5,spring,6
10.0,-73.96889200000001,40.759052,1.0,11,2,12,winter,6
24.0,-74.007594,40.725765,1.0,23,1,11,autumn,6
9.3,-73.963309,40.763414,2.0,13,1,8,summer,6
12.0,-73.995005,40.749482,6.0,12,3,12,winter,6
10.0,-73.97930145263672,40.74989700317383,1.0,22,3,2,winter,6
6.5,-73.99826999999999,40.729577,1.0,20,2,5,spring,6
7.5,-73.97898,40.747381,1.0,7,3,6,summer,6
2.9,-73.98418199999999,40.72921,1.0,18,1,12,winter,6
5.3,-74.0054,40.751,1.0,10,4,9,autumn,6
14.0,-73.984261,40.747109,1.0,13,3,9,autumn,6
7.7,-73.974685,40.763902,1.0,13,2,4,spring,6
9.5,-73.975408,40.787172,2.0,17,6,1,winter,6
7.7,-74.00254,40.750151,3.0,23,3,3,spring,6
14.0,-74.00580500000001,40.745627,2.0,10,1,10,autumn,6
9.7,-73.952159,40.778211,1.0,8,0,8,summer,6
9.5,-73.97204,40.745757,5.0,16,3,10,autumn,6
4.9,-73.982293,40.77016,1.0,22,4,2,winter,6
9.5,-73.9767074584961,40.78818130493164,1.0,8,4,6,summer,6
10.0,-73.990215,40.756857,2.0,16,0,12,winter,6
7.7,-73.99727299999999,40.722262,5.0,8,0,7,summer,6
17.7,-73.99847700000001,40.75761,5.0,18,5,1,winter,6
7.0,-73.99237823486328,40.74551010131836,2.0,11,0,2,winter,6
9.7,-74.003693,40.722403,1.0,7,4,5,spring,6
8.1,-73.99760500000001,40.726038,1.0,14,2,10,autumn,6
17.5,-73.781982421875,40.64471054077149,6.0,22,3,2,winter,0
22.1,-73.986478,40.751862,1.0,17,2,4,spring,6
6.1,-73.96063000000001,40.780968,1.0,13,3,1,winter,6
33.33,-73.968992,40.757597,5.0,12,0,12,winter,6
8.5,-73.98575,40.738292,1.0,19,0,12,winter,6
3.5,-73.987501,40.776366,1.0,18,1,11,autumn,6
18.5,-73.99147099999999,40.697172,4.0,23,0,8,summer,2
10.5,-73.96700799999999,40.763824,1.0,20,0,7,summer,6
15.0,-74.002584,40.71862,1.0,8,4,6,summer,6
9.3,-73.964935,40.769964,1.0,0,5,4,spring,6
12.0,-73.97666931152342,40.7659797668457,3.0,17,5,5,spring,6
28.1,-73.956992,40.78587,1.0,8,1,7,summer,6
5.5,-73.964576,40.764075,2.0,21,4,5,spring,6
6.9,-73.992875,40.727932,5.0,18,0,6,summer,6
27.7,-73.790053,40.643928,1.0,15,3,3,spring,0
4.5,-73.99212,40.749538,1.0,6,3,10,autumn,6
5.3,-73.95364599999999,40.790774,1.0,12,0,3,spring,6
10.0,-73.98725128173827,40.7452507019043,1.0,22,0,4,spring,6
5.0,-73.961497,40.764552,1.0,9,6,3,spring,6
25.3,-73.873112,40.774133,1.0,20,2,3,spring,3
9.7,-73.989398,40.739752,1.0,19,1,11,autumn,6
8.0,-73.98321533203125,40.7436752319336,1.0,13,0,1,winter,6
6.1,-73.870993,40.773798,2.0,23,5,9,autumn,3
12.5,-73.96679499999999,40.75687,1.0,8,2,9,autumn,6
6.1,-74.005321,40.728502,1.0,17,1,3,spring,6
16.5,-74.013522,40.703407,1.0,14,6,5,spring,6
14.0,-73.978678,40.762831,1.0,22,1,10,autumn,6
4.9,-73.96661800000001,40.757513,1.0,11,3,9,autumn,6
6.5,-73.94894000000001,40.808227,1.0,15,1,12,winter,6
7.3,-73.968967,40.801033,2.0,11,3,1,winter,6
12.0,-73.993937,40.761777,1.0,0,5,8,summer,6
4.5,-73.992696,40.723735,1.0,17,6,1,winter,6
7.3,-73.978602,40.745042,1.0,9,3,2,winter,6
14.0,-74.004654,40.73765,1.0,15,1,9,autumn,6
10.0,-73.979052,40.763275,4.0,20,4,10,autumn,6
5.3,-73.987414,40.775965,1.0,7,1,9,autumn,6
10.6,-73.991564,40.749549,1.0,22,4,3,spring,6
5.0,-73.98884100000001,40.731343,2.0,23,2,6,summer,6
4.5,-73.95239699999999,40.768667,1.0,18,0,10,autumn,6
10.5,-73.98184300000001,40.779642,1.0,6,1,11,autumn,6
7.5,-73.959354,40.776043,4.0,18,1,2,winter,6
12.1,-73.9238,40.744,1.0,8,1,9,autumn,1
18.5,-74.010177,40.720507,1.0,9,0,4,spring,6
5.7,-73.985607,40.727087,6.0,8,3,5,spring,6
4.5,-73.98135,40.744240000000005,1.0,17,1,7,summer,6
6.5,-73.979252,40.776957,2.0,13,5,11,autumn,6
16.1,-73.986522,40.737905,2.0,21,6,1,winter,6
23.3,-74.017163,40.705377,1.0,23,4,8,summer,6
45.0,-73.975787,40.77636,1.0,9,4,6,summer,6
7.7,-73.966248,40.758172,1.0,8,0,1,winter,6
5.5,-73.986942,40.7422,1.0,7,3,9,autumn,6
5.3,-73.989745,40.767471,1.0,18,5,10,autumn,6
11.5,-73.98003387451173,40.75212860107422,1.0,12,2,4,spring,6
4.9,-73.97776800000001,40.751568,1.0,21,1,4,spring,6
28.3,-73.955031,40.777427,1.0,5,5,11,autumn,6
13.3,-73.98253100000001,40.742475,1.0,15,6,5,spring,6
12.1,-73.98220699999999,40.776257,1.0,19,1,8,summer,6
4.9,-73.965439,40.769101,1.0,7,1,4,spring,6
11.5,-73.965222,40.714233,2.0,0,4,9,autumn,5
9.0,-73.985577,40.763090000000005,2.0,20,6,2,winter,6
8.0,-73.98468299999999,40.728572,2.0,5,1,7,summer,6
15.0,-73.976623,40.759127,1.0,13,0,10,autumn,6
7.3,-73.98156,40.7614,1.0,8,2,10,autumn,6
8.5,-73.949095,40.788437,3.0,20,3,3,spring,6
30.5,-73.86592102050781,40.77080154418945,1.0,18,5,1,winter,4
6.0,-73.98294067382812,40.76102828979492,1.0,12,0,4,spring,6
8.5,-73.991068,40.755739,1.0,11,3,8,summer,6
30.1,-73.980835,40.780073,5.0,10,4,4,spring,6
5.0,-73.948672,40.773965,1.0,9,5,11,autumn,6
7.5,-73.978752,40.756577,1.0,16,0,1,winter,6
19.5,-73.990307,40.716129,2.0,10,2,8,summer,6
5.3,-73.97036999999999,40.764857,6.0,22,3,9,autumn,6
9.3,-74.00214799999999,40.728118,1.0,7,3,6,summer,6
22.5,-73.979168,40.689948,4.0,4,1,9,autumn,2
6.9,-73.988093,40.751282,1.0,14,2,7,summer,6
16.5,-73.9788589477539,40.72417831420898,1.0,0,2,3,spring,6
10.9,-73.97969599999999,40.783779,1.0,6,3,4,spring,6
2.5,-73.902299,40.764365000000005,1.0,7,1,12,winter,1
5.0,-73.984782,40.747572,1.0,23,4,5,spring,6
4.5,-73.97308349609375,40.752708435058594,2.0,14,2,2,winter,6
16.5,-73.980942,40.733945,1.0,7,1,11,autumn,6
4.1,-73.974422,40.761987,1.0,23,3,4,spring,6
6.1,-73.99084,40.75146,1.0,13,5,7,summer,6
10.9,-74.002252,40.729896,1.0,9,6,7,summer,6
4.5,-73.954725,40.789405,2.0,21,5,9,autumn,6
16.0,-74.006253,40.743137,1.0,3,1,5,spring,6
10.5,-73.986285,40.740455,2.0,21,6,4,spring,6
4.5,-73.9900665283203,40.75683975219727,1.0,12,5,3,spring,6
6.5,-73.98111800000001,40.77435,1.0,21,5,9,autumn,6
10.1,-73.982315,40.739872,2.0,10,0,8,summer,6
20.5,-74.00790500000001,40.704373,1.0,12,0,8,summer,6
12.0,-74.00578,40.740277,1.0,9,1,1,winter,6
12.5,-73.978677,40.756567,2.0,13,2,12,winter,6
14.1,-73.997984,40.76143,2.0,18,6,8,summer,6
13.0,-73.984375,40.754608000000005,1.0,15,1,12,winter,6
5.7,-73.97908699999999,40.728012,1.0,23,5,4,spring,6
14.0,-73.962587,40.776517,1.0,18,2,5,spring,6
14.5,-73.9779,40.75227,1.0,17,1,8,summer,6
10.9,-73.962558,40.758897,1.0,0,6,8,summer,6
4.9,-73.963162,40.798925,1.0,9,3,8,summer,6
13.3,-73.97149,40.76278,1.0,22,3,2,winter,6
13.3,-73.988916,40.72438,1.0,3,5,6,summer,6
4.1,-73.95549799999999,40.779385,1.0,22,0,2,winter,6
7.0,-73.983088,40.738917,1.0,9,4,12,winter,6
4.5,-73.978875,40.762284,1.0,14,4,7,summer,6
7.5,-73.99210500000001,40.737887,1.0,15,2,2,winter,6
14.0,-73.980102,40.783762,1.0,21,3,8,summer,6
4.9,-73.96295500000001,40.76093,1.0,7,1,5,spring,6
5.0,-73.96578979492188,40.7625732421875,1.0,14,6,2,winter,6
8.0,-73.991967,40.740268,1.0,19,0,3,spring,6
10.5,-73.97559,40.732743,5.0,15,6,7,summer,6
16.5,-73.95827299999999,40.775652,1.0,20,0,10,autumn,6
6.5,-74.006407,40.733187,1.0,16,3,4,spring,6
9.5,-73.985922,40.698755,1.0,22,5,10,autumn,2
10.5,-73.981235,40.781277,1.0,22,5,11,autumn,6
11.0,-73.98334200000001,40.758272,1.0,14,2,6,summer,6
5.3,-73.975937,40.744688,5.0,23,1,3,spring,6
6.9,-73.98904,40.776803,5.0,10,5,10,autumn,6
20.0,-73.965092,40.75997,2.0,10,6,3,spring,6
6.5,-73.9697,40.752914,1.0,18,4,5,spring,6
17.5,-73.970659,40.76207,1.0,18,6,5,spring,6
4.1,-73.961635,40.777042,1.0,11,1,8,summer,6
12.9,-73.961683,40.779148,2.0,16,5,11,autumn,6
4.5,-74.007077,40.718572,1.0,10,6,7,summer,6
4.1,-73.996925,40.744778,1.0,0,3,2,winter,6
4.9,-73.96365899999999,40.777203,1.0,13,2,9,autumn,6
32.5,-74.016707,40.711215,1.0,12,3,6,summer,6
34.83,-73.87454699999999,40.774105,1.0,19,1,10,autumn,3
5.5,-73.99106,40.73949,1.0,20,0,1,winter,6
10.5,-73.963127,40.777727,2.0,22,4,4,spring,6
6.0,-73.98613,40.74374,2.0,17,5,4,spring,6
3.3,-74.01170400000001,40.707927000000005,1.0,1,0,5,spring,6
8.9,-73.99462199999999,40.694227000000005,1.0,20,3,9,autumn,2
6.1,-74.00569399999999,40.726163,2.0,3,3,12,winter,6
4.5,-73.987326,40.780417,1.0,6,3,3,spring,6
7.7,-73.986361,40.740153,1.0,7,2,7,summer,6
12.5,-73.98693,40.762192,1.0,6,6,11,autumn,6
18.1,-74.005509,40.748291,1.0,10,5,11,autumn,6
6.5,-73.965985,40.766033,5.0,12,0,6,summer,6
52.0,-73.78191,40.64486,6.0,17,5,6,summer,0
4.5,-73.99336,40.742091,1.0,23,2,3,spring,6
8.0,-73.96363199999999,40.757965000000006,1.0,15,1,8,summer,6
16.5,-73.989817,40.755871,1.0,20,4,10,autumn,6
10.0,-73.995293,40.759785,1.0,22,1,10,autumn,6
4.5,-74.009348,40.715634,1.0,6,4,1,winter,6
7.0,-73.97681,40.76403,1.0,18,2,4,spring,6
6.1,-73.966705,40.764158,1.0,13,2,4,spring,6
6.0,-73.988575,40.720127000000005,2.0,13,5,8,summer,6
7.7,-74.005134,40.746342,2.0,20,6,5,spring,6
4.5,-73.987072,40.75486,1.0,8,1,2,winter,6
10.0,-73.99900699999999,40.728012,5.0,1,3,10,autumn,6
10.5,-73.99766,40.741697,1.0,22,0,12,winter,6
7.3,-74.00539300000001,40.737025,1.0,23,2,5,spring,6
11.5,-74.016959,40.706194,1.0,11,4,2,winter,6
10.9,-73.983765,40.762395,1.0,22,0,3,spring,6
10.0,-73.97382354736328,40.78927993774415,1.0,6,4,1,winter,6
17.0,-73.948962,40.777533,1.0,9,0,10,autumn,6
4.5,-73.963138,40.762452,1.0,9,2,11,autumn,6
5.7,-73.99561700000001,40.74423,1.0,10,4,7,summer,6
15.5,-73.96576,40.754598,1.0,22,6,5,spring,6
6.5,-73.971027,40.751657,1.0,16,1,5,spring,6
4.9,-73.992113,40.731862,1.0,12,1,11,autumn,6
10.5,-73.987347,40.719518,4.0,1,4,7,summer,6
4.0,-73.98584,40.741002,2.0,20,6,2,winter,6
6.0,-74.00445556640625,40.721588134765625,1.0,0,5,6,summer,6
9.5,-73.9818,40.75739,1.0,10,4,8,summer,6
4.0,-74.00601959228516,40.735260009765625,1.0,12,5,5,spring,6
10.0,-73.99113299999999,40.765558,1.0,10,2,6,summer,6
6.5,-73.98238,40.731663,1.0,3,6,12,winter,6
6.5,-74.00624499999999,40.739728,2.0,1,5,3,spring,6
11.7,-73.961492,40.707738,1.0,0,6,5,spring,5
9.0,-73.955225,40.779872,5.0,17,1,2,winter,6
14.5,-74.001335,40.731058,5.0,1,6,11,autumn,6
53.5,-74.01309,40.706287,1.0,21,2,10,autumn,6
5.3,-73.98357800000001,40.762595000000005,2.0,15,4,1,winter,6
10.0,-73.971825,40.765147,1.0,10,3,11,autumn,6
11.0,-73.99006,40.700874,1.0,6,2,11,autumn,2
13.7,-73.977773,40.748881,1.0,10,0,3,spring,6
8.5,-73.933155,40.744931,1.0,9,3,2,winter,1
7.5,-73.97476400000001,40.762523,1.0,18,0,11,autumn,6
11.3,-73.975887,40.744945,1.0,12,0,2,winter,6
5.3,-73.976745,40.762315,2.0,9,5,10,autumn,6
4.9,-73.953693,40.791152,1.0,9,2,3,spring,6
5.5,-73.97296999999999,40.759976,1.0,0,6,1,winter,6
11.7,-73.955807,40.77362,1.0,13,5,11,autumn,6
6.5,-73.977407,40.752082,2.0,1,5,7,summer,6
3.5,-73.97148895263672,40.755470275878906,2.0,15,5,3,spring,6
5.5,-73.996256,40.738101,3.0,21,4,9,autumn,6
6.5,-73.98746,40.744235,5.0,15,4,10,autumn,6
5.0,-73.95436096191406,40.78943634033203,1.0,19,6,1,winter,6
6.5,-74.0100326538086,40.72085571289063,1.0,16,3,3,spring,6
9.3,-73.97724000000001,40.753955,2.0,19,6,6,summer,6
6.1,-73.980129,40.761155,1.0,13,4,4,spring,6
6.0,-73.96826,40.767607,1.0,11,1,8,summer,6
6.5,-73.96431,40.807537,1.0,16,6,7,summer,6
12.5,-74.00582885742188,40.71755599975585,1.0,6,1,4,spring,6
8.9,-73.986913,40.725521,1.0,19,1,8,summer,6
21.3,-74.002703,40.733885,5.0,3,6,10,autumn,6
6.5,-73.97365,40.763199,1.0,20,2,1,winter,6
5.7,-73.945355,40.786705,3.0,14,3,11,autumn,6
16.0,-73.986604,40.776694,1.0,13,4,7,summer,6
7.5,-73.975832,40.759203,1.0,17,6,12,winter,6
9.7,-73.946462,40.780383,2.0,8,3,8,summer,6
7.3,-73.991043,40.765982,1.0,11,6,3,spring,6
4.9,-73.971407,40.756123,2.0,18,2,5,spring,6
9.3,-73.957348,40.778953,3.0,10,5,4,spring,6
7.3,-73.96778499999999,40.762987,1.0,18,4,12,winter,6
6.5,-73.978178,40.752128000000006,1.0,11,2,9,autumn,6
5.3,-73.976304,40.748208,1.0,6,1,11,autumn,6
4.9,-73.983482,40.766848,1.0,8,2,3,spring,6
5.7,-73.98155,40.674817,1.0,7,5,2,winter,2
5.3,-73.98113599999999,40.733086,1.0,15,2,8,summer,6
6.9,-73.98034799999999,40.749251,2.0,7,3,1,winter,6
20.9,-73.994969,40.688865,1.0,19,3,3,spring,2
26.5,-73.874553,40.774096,1.0,21,3,2,winter,3
7.7,-73.98817,40.74576,5.0,1,4,11,autumn,6
19.5,-74.005025,40.740658,1.0,2,5,2,winter,6
5.7,-73.990974,40.765932,1.0,3,3,5,spring,6
18.5,-73.973694,40.763648,1.0,13,2,3,spring,6
